"relative_folder","semantic_display_path","semantic_axis_values","product_signal_terms","likely_colour_folder","parent_folder","top_namespace","second_namespace","third_namespace","folder_depth","direct_image_count","image_files","full_folder_path"
"Women/Non-NKD/Tops/Sports_Bra/Seamless/__Collection/Stonewash/Blue_Grey","Women | Non-NKD | Tops | Sports_Bra | Seamless | Collection=Stonewash > Blue_Grey","Collection=Stonewash > Blue_Grey","Women | Non-NKD | Tops | Sports_Bra | Seamless","Blue_Grey","Stonewash","Women","Non-NKD","Tops","8","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Sports_Bra\Seamless\__Collection\Stonewash\Blue_Grey"
"Women/Non-NKD/Tops/Sports_Bra/Seamless/__Collection/Stonewash/Chocolate","Women | Non-NKD | Tops | Sports_Bra | Seamless | Collection=Stonewash > Chocolate","Collection=Stonewash > Chocolate","Women | Non-NKD | Tops | Sports_Bra | Seamless","Chocolate","Stonewash","Women","Non-NKD","Tops","8","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Sports_Bra\Seamless\__Collection\Stonewash\Chocolate"
"Women/Non-NKD/Tops/Sports_Bra/Seamless/__Collection/Stonewash/Denim_Blue","Women | Non-NKD | Tops | Sports_Bra | Seamless | Collection=Stonewash > Denim_Blue","Collection=Stonewash > Denim_Blue","Women | Non-NKD | Tops | Sports_Bra | Seamless","Denim_Blue","Stonewash","Women","Non-NKD","Tops","8","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Sports_Bra\Seamless\__Collection\Stonewash\Denim_Blue"
"Women/Non-NKD/Tops/Sports_Bra/Seamless/__Collection/Stonewash/Dusty_Blue","Women | Non-NKD | Tops | Sports_Bra | Seamless | Collection=Stonewash > Dusty_Blue","Collection=Stonewash > Dusty_Blue","Women | Non-NKD | Tops | Sports_Bra | Seamless","Dusty_Blue","Stonewash","Women","Non-NKD","Tops","8","4","01.webp | 02webp.webp | 03.webp | 04.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Sports_Bra\Seamless\__Collection\Stonewash\Dusty_Blue"
"Women/Non-NKD/Tops/Sports_Bra/Seamless/__Collection/Stonewash/Fawn","Women | Non-NKD | Tops | Sports_Bra | Seamless | Collection=Stonewash > Fawn","Collection=Stonewash > Fawn","Women | Non-NKD | Tops | Sports_Bra | Seamless","Fawn","Stonewash","Women","Non-NKD","Tops","8","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Sports_Bra\Seamless\__Collection\Stonewash\Fawn"
"Women/Non-NKD/Tops/Sports_Bra/Seamless/__Collection/Stonewash/Khaki","Women | Non-NKD | Tops | Sports_Bra | Seamless | Collection=Stonewash > Khaki","Collection=Stonewash > Khaki","Women | Non-NKD | Tops | Sports_Bra | Seamless","Khaki","Stonewash","Women","Non-NKD","Tops","8","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Sports_Bra\Seamless\__Collection\Stonewash\Khaki"
"Women/Non-NKD/Tops/Sports_Bra/Seamless/__Collection/Stonewash/Lilac","Women | Non-NKD | Tops | Sports_Bra | Seamless | Collection=Stonewash > Lilac","Collection=Stonewash > Lilac","Women | Non-NKD | Tops | Sports_Bra | Seamless","Lilac","Stonewash","Women","Non-NKD","Tops","8","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Sports_Bra\Seamless\__Collection\Stonewash\Lilac"
"Women/Non-NKD/Tops/Sports_Bra/Seamless/__Collection/Stonewash/Mint","Women | Non-NKD | Tops | Sports_Bra | Seamless | Collection=Stonewash > Mint","Collection=Stonewash > Mint","Women | Non-NKD | Tops | Sports_Bra | Seamless","Mint","Stonewash","Women","Non-NKD","Tops","8","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Sports_Bra\Seamless\__Collection\Stonewash\Mint"
"Women/Non-NKD/Tops/Sports_Bra/Seamless/__Collection/Stonewash/Navy","Women | Non-NKD | Tops | Sports_Bra | Seamless | Collection=Stonewash > Navy","Collection=Stonewash > Navy","Women | Non-NKD | Tops | Sports_Bra | Seamless","Navy","Stonewash","Women","Non-NKD","Tops","8","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Sports_Bra\Seamless\__Collection\Stonewash\Navy"
"Women/Non-NKD/Tops/Sports_Bra/Seamless/__Collection/Stonewash/Petrol","Women | Non-NKD | Tops | Sports_Bra | Seamless | Collection=Stonewash > Petrol","Collection=Stonewash > Petrol","Women | Non-NKD | Tops | Sports_Bra | Seamless","Petrol","Stonewash","Women","Non-NKD","Tops","8","8","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp | 07.webp | 08.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Sports_Bra\Seamless\__Collection\Stonewash\Petrol"
"Women/Non-NKD/Tops/Sports_Bra/Seamless/__Collection/Stonewash/Pink","Women | Non-NKD | Tops | Sports_Bra | Seamless | Collection=Stonewash > Pink","Collection=Stonewash > Pink","Women | Non-NKD | Tops | Sports_Bra | Seamless","Pink","Stonewash","Women","Non-NKD","Tops","8","7","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp | 07.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Sports_Bra\Seamless\__Collection\Stonewash\Pink"
"Women/Non-NKD/Tops/Sports_Bra/Seamless/__Collection/Stonewash/Tan","Women | Non-NKD | Tops | Sports_Bra | Seamless | Collection=Stonewash > Tan","Collection=Stonewash > Tan","Women | Non-NKD | Tops | Sports_Bra | Seamless","Tan","Stonewash","Women","Non-NKD","Tops","8","7","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp | 07.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Sports_Bra\Seamless\__Collection\Stonewash\Tan"
"Women/Non-NKD/Tops/Tank/Mesh/__Collection/Legacy/Ultra/Tan","Women | Non-NKD | Tops | Tank | Mesh | Collection | Legacy=Ultra > Tan","Legacy=Ultra > Tan","Women | Non-NKD | Tops | Tank | Mesh","Tan","Ultra","Women","Non-NKD","Tops","9","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Tank\Mesh\__Collection\Legacy\Ultra\Tan"
"Women/Non-NKD/Tops/Tank/Rib_Seamless_Tank/Fabric/Ribbed/Seamless/__Collection/Legacy/Unknown/Apple_Green_and_White","Women | Non-NKD | Tops | Tank | Rib_Seamless_Tank | Fabric=Ribbed > Seamless | Collection | Legacy=Unknown > Apple_Green_and_White","Fabric=Ribbed > Seamless | Legacy=Unknown > Apple_Green_and_White","Women | Non-NKD | Tops | Tank | Rib_Seamless_Tank","Apple_Green_and_White","Unknown","Women","Non-NKD","Tops","12","4","01.webp | 02.webp | 03.webp | 04.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Tank\Rib_Seamless_Tank\Fabric\Ribbed\Seamless\__Collection\Legacy\Unknown\Apple_Green_and_White"
"Women/Non-NKD/Tops/Tank/Rib_Seamless_Tank/Fabric/Ribbed/Seamless/__Collection/Legacy/Unknown/Musk_Pink_and_Tan","Women | Non-NKD | Tops | Tank | Rib_Seamless_Tank | Fabric=Ribbed > Seamless | Collection | Legacy=Unknown > Musk_Pink_and_Tan","Fabric=Ribbed > Seamless | Legacy=Unknown > Musk_Pink_and_Tan","Women | Non-NKD | Tops | Tank | Rib_Seamless_Tank","Musk_Pink_and_Tan","Unknown","Women","Non-NKD","Tops","12","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Tank\Rib_Seamless_Tank\Fabric\Ribbed\Seamless\__Collection\Legacy\Unknown\Musk_Pink_and_Tan"
"Women/Non-NKD/Tops/Tank/Scoop/__Collection/Legacy/Ultra/Tan","Women | Non-NKD | Tops | Tank | Scoop | Collection | Legacy=Ultra > Tan","Legacy=Ultra > Tan","Women | Non-NKD | Tops | Tank | Scoop","Tan","Ultra","Women","Non-NKD","Tops","9","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Tank\Scoop\__Collection\Legacy\Ultra\Tan"
"Women/Non-NKD/Tops/Tee/Cropped/Fabric/Ribbed/Seamless/__Collection/Rib/Cobalt","Women | Non-NKD | Tops | Tee | Cropped | Fabric=Ribbed > Seamless | Collection=Rib > Cobalt","Fabric=Ribbed > Seamless | Collection=Rib > Cobalt","Women | Non-NKD | Tops | Tee | Cropped","Cobalt","Rib","Women","Non-NKD","Tops","11","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Tee\Cropped\Fabric\Ribbed\Seamless\__Collection\Rib\Cobalt"
"Women/Non-NKD/Tops/Tee/Cropped/Fabric/Ribbed/Seamless/__Collection/Rib/Hot_Pink","Women | Non-NKD | Tops | Tee | Cropped | Fabric=Ribbed > Seamless | Collection=Rib > Hot_Pink","Fabric=Ribbed > Seamless | Collection=Rib > Hot_Pink","Women | Non-NKD | Tops | Tee | Cropped","Hot_Pink","Rib","Women","Non-NKD","Tops","11","6","01.webp | 02.webp | 03.jpg | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Tee\Cropped\Fabric\Ribbed\Seamless\__Collection\Rib\Hot_Pink"
"Women/Non-NKD/Tops/Tee/Cropped/Fabric/Ribbed/Seamless/__Collection/Rib/Lime","Women | Non-NKD | Tops | Tee | Cropped | Fabric=Ribbed > Seamless | Collection=Rib > Lime","Fabric=Ribbed > Seamless | Collection=Rib > Lime","Women | Non-NKD | Tops | Tee | Cropped","Lime","Rib","Women","Non-NKD","Tops","11","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Tee\Cropped\Fabric\Ribbed\Seamless\__Collection\Rib\Lime"
"Women/Non-NKD/Tops/Tee/Slight_Crop/__Collection/Legacy/Ultra/Tan","Women | Non-NKD | Tops | Tee | Slight_Crop | Collection | Legacy=Ultra > Tan","Legacy=Ultra > Tan","Women | Non-NKD | Tops | Tee | Slight_Crop","Tan","Ultra","Women","Non-NKD","Tops","9","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Tee\Slight_Crop\__Collection\Legacy\Ultra\Tan"
"Women/Non-NKD/Tops/Track_Jacket/Hoodie/Fabric/Ultra_Soft/__Collection/Contour/Black","Women | Non-NKD | Tops | Track_Jacket | Hoodie | Fabric=Ultra_Soft | Collection=Contour > Black","Fabric=Ultra_Soft | Collection=Contour > Black","Women | Non-NKD | Tops | Track_Jacket | Hoodie","Black","Contour","Women","Non-NKD","Tops","10","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Track_Jacket\Hoodie\Fabric\Ultra_Soft\__Collection\Contour\Black"
"Women/Non-NKD/Tops/Track_Jacket/Hoodie/Fabric/Ultra_Soft/__Collection/Contour/Chocolate","Women | Non-NKD | Tops | Track_Jacket | Hoodie | Fabric=Ultra_Soft | Collection=Contour > Chocolate","Fabric=Ultra_Soft | Collection=Contour > Chocolate","Women | Non-NKD | Tops | Track_Jacket | Hoodie","Chocolate","Contour","Women","Non-NKD","Tops","10","7","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp | 07.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Track_Jacket\Hoodie\Fabric\Ultra_Soft\__Collection\Contour\Chocolate"
"Women/Non-NKD/Tops/Track_Jacket/Hoodie/Fabric/Ultra_Soft/__Collection/Contour/Marl/Snow","Women | Non-NKD | Tops | Track_Jacket | Hoodie | Fabric=Ultra_Soft | Collection=Contour > Marl > Snow","Fabric=Ultra_Soft | Collection=Contour > Marl > Snow","Women | Non-NKD | Tops | Track_Jacket | Hoodie","Snow","Marl","Women","Non-NKD","Tops","11","6","01.webp | 02.webp | 03.webp | 04.jpg | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Tops\Track_Jacket\Hoodie\Fabric\Ultra_Soft\__Collection\Contour\Marl\Snow"
